DATE,NHUR,VTUR,MAUR,CTUR,RIUR,PAUR,MDUR,NJUR,DEUR,VAUR,WVUR,DCUR
2005-07-01,3.600,3.4,4.7,4.8,5.1,4.900,4.4,4.300,4.5,3.9,5.4,6.7
2005-08-01,3.7,3.500,4.800,4.8,5.3,4.900,4.4,4.400,4.6,3.8,5.4,6.6
2005-09-01,3.7,3.500,4.8,4.800,5.4,4.900,4.4,4.5,4.6,3.8,5.4,6.4
2005-10-01,3.7,3.5,4.8,4.7,5.4,4.9,4.3,4.6,4.5,3.7,5.4,6.3
2005-11-01,3.6,3.5,4.8,4.700,5.4,4.9,4.2,4.7,4.5,3.7,5.3,6.3
2005-12-01,3.6,3.5,4.8,4.600,5.4,4.8,4.1,4.7,4.4,3.6,5.2,6.2
2006-01-01,3.5,3.500,4.7,4.6,5.3,4.8,4.1,4.7,4.3,3.5,5.1,6.2
2006-02-01,3.4,3.500,4.7,4.5,5.3,4.7,4.0,4.8,4.1,3.4,5.0,6.2
2006-03-01,3.4,3.500,4.7,4.5,5.3,4.7,4.0,4.8,4.0,3.3,5.0,6.3
2006-04-01,3.4,3.6,4.7,4.4,5.3,4.7,4.1,4.8,4.0,3.3,5.1,6.3
2006-05-01,3.4,3.600,4.7,4.4,5.3,4.7,4.2,4.8,4.0,3.3,5.2,6.4
2006-06-01,3.5,3.7,4.7,4.4,5.3,4.8,4.3,4.8,4.0,3.3,5.3,6.4
2006-07-01,3.5,3.8,4.7,4.4,5.3,4.8,4.3,4.7,3.9,3.4,5.4,6.4
2006-08-01,3.6,3.800,4.7,4.4,5.3,4.8,4.3,4.6,3.9,3.4,5.4,6.4
2006-09-01,3.600,3.9,4.7,4.4,5.2,4.7,4.3,4.5,3.8,3.4,5.3,6.4
2006-10-01,3.7,3.900,4.7,4.4,5.1,4.7,4.2,4.4,3.7,3.3,5.3,6.4
2006-11-01,3.7,3.900,4.7,4.4,5.0,4.6,4.2,4.3,3.6,3.3,5.2,6.3
2006-12-01,3.7,3.900,4.7,4.300,4.9,4.5,4.1,4.2,3.6,3.2,5.1,6.2
2007-01-01,3.7,3.900,4.6,4.300,4.8,4.4,4.0,4.1,3.6,3.2,5.0,6.1
2007-02-01,3.7,3.900,4.6,4.300,4.700,4.4,3.9,4.1,3.6,3.2,4.9,6.1
2007-03-01,3.7,3.900,4.5,4.300,4.7,4.4,3.8,4.1,3.6,3.1,4.8,6.0
2007-04-01,3.6,3.900,4.5,4.300,4.7,4.4,3.7,4.1,3.6,3.1,4.8,5.9
2007-05-01,3.6,3.900,4.5,4.300,4.8,4.4,3.7,4.1,3.6,3.1,4.7,5.9
2007-06-01,3.500,3.9,4.5,4.4,4.9,4.5,3.7,4.1,3.5,3.2,4.7,5.9
2007-07-01,3.500,3.9,4.5,4.400,5.0,4.5,3.7,4.2,3.5,3.2,4.8,5.9
2007-08-01,3.4,4.0,4.5,4.500,5.2,4.6,3.7,4.2,3.5,3.3,4.8,5.9
2007-09-01,3.4,4.0,4.5,4.600,5.4,4.7,3.7,4.3,3.6,3.4,4.9,5.9
2007-10-01,3.4,4.0,4.5,4.6,5.5,4.8,3.7,4.3,3.7,3.5,4.9,5.9
2007-11-01,3.4,4.0,4.5,4.7,5.7,4.8,3.6,4.4,3.7,3.5,4.8,5.9
2007-12-01,3.4,4.0,4.5,4.7,5.9,4.8,3.6,4.5,3.8,3.6,4.8,6.0
2008-01-01,3.4,4.0,4.5,4.8,6.0,4.8,3.6,4.600,3.9,3.6,4.7,6.0
2008-02-01,3.4,4.1,4.6,4.9,6.2,4.8,3.6,4.6,4.0,3.7,4.6,6.1
2008-03-01,3.4,4.2,4.6,5.0,6.4,4.9,3.7,4.700,4.1,3.7,4.5,6.2
2008-04-01,3.5,4.2,4.8,5.1,6.6,4.9,3.8,4.800,4.2,3.9,4.4,6.3
2008-05-01,3.5,4.400,4.9,5.3,7.0,5.0,4.0,5.0,4.5,4.0,4.4,6.4
2008-06-01,3.6,4.500,5.1,5.500,7.3,5.1,4.2,5.2,4.7,4.1,4.4,6.6
2008-07-01,3.700,4.600,5.3,5.700,7.7,5.2,4.5,5.4,5.0,4.3,4.5,6.8
2008-08-01,3.800,4.700,5.5,5.900,8.0,5.4,4.7,5.6,5.3,4.4,4.5,7.0
2008-09-01,3.9,4.800,5.7,6.0,8.4,5.5,5.0,5.9,5.600,4.5,4.7,7.2
2008-10-01,4.1,4.9,6.0,6.300,8.7,5.8,5.3,6.2,6.000,4.7,5.0,7.5
2008-11-01,4.3,5.1,6.3,6.5,9.2,6.2,5.7,6.5,6.3,5.0,5.4,7.9
2008-12-01,4.6,5.3,6.7,6.8,9.700,6.6,6.2,6.9,6.800,5.4,5.9,8.2
2009-01-01,5.0,5.5,7.0,7.1,10.2,7.0,6.6,7.3,7.200,5.7,6.5,8.7
2009-02-01,5.3,5.7,7.4,7.4,10.7,7.4,7.0,7.8,7.600,6.1,7.1,9.0
2009-03-01,5.7,5.9,7.7,7.7,11.2,7.7,7.3,8.1,7.900,6.4,7.7,9.4
2009-04-01,5.9,6.1,7.9,7.9,11.4,8.0,7.5,8.5,8.2,6.6,8.1,9.7
2009-05-01,6.1,6.1,8.1,8.1,11.6,8.1,7.6,8.7,8.300,6.8,8.5,9.9
2009-06-01,6.3,6.2,8.2,8.3,11.6,8.2,7.7,9.0,8.400,6.9,8.7,10.1
2009-07-01,6.4,6.2,8.3,8.4,11.6,8.2,7.7,9.2,8.500,7.0,8.8,10.3
2009-08-01,6.500,6.3,8.4,8.6,11.6,8.2,7.7,9.4,8.6,7.1,8.8,10.5
2009-09-01,6.5,6.4,8.4,8.8,11.6,8.2,7.8,9.6,8.7,7.2,8.8,10.6
2009-10-01,6.6,6.5,8.5,9.0,11.7,8.2,7.8,9.8,8.8,7.3,8.8,10.6
2009-11-01,6.7,6.5,8.5,9.2,11.7,8.2,7.9,9.9,8.9,7.4,8.9,10.6
2009-12-01,6.7,6.6,8.5,9.4,11.8,8.3,8.0,9.9,9.0,7.5,8.9,10.6
2010-01-01,6.7,6.7,8.5,9.5,11.8,8.4,8.1,10.0,9.1,7.6,9.0,10.5
2010-02-01,6.6,6.6,8.4,9.6,11.9,8.5,8.1,9.9,9.0,7.6,8.9,10.3
2010-03-01,6.5,6.6,8.4,9.7,11.8,8.5,8.0,9.9,9.0,7.6,8.8,10.2
2010-04-01,6.3,6.5,8.3,9.6,11.8,8.4,7.9,9.8,8.8,7.5,8.7,10.0
2010-05-01,6.1,6.4,8.1,9.6,11.7,8.3,7.9,9.7,8.7,7.4,8.5,9.8
2010-06-01,6.0,6.3,8.0,9.5,11.6,8.1,7.8,9.6,8.6,7.3,8.5,9.7
2010-07-01,5.9,6.2,7.9,9.5,11.5,8.0,7.7,9.5,8.6,7.2,8.4,9.7
2010-08-01,5.8,6.1,7.9,9.5,11.5,8.0,7.7,9.5,8.5,7.2,8.5,9.7
2010-09-01,5.8,6.1,7.9,9.5,11.5,8.0,7.7,9.5,8.5,7.1,8.6,9.8
2010-10-01,5.8,6.1,7.8,9.6,11.5,8.0,7.7,9.5,8.5,7.1,8.6,9.9
2010-11-01,5.8,6.1,7.8,9.6,11.5,7.9,7.7,9.500,8.4,7.0,8.6,9.9
2010-12-01,5.7,6.1,7.7,9.5,11.4,7.9,7.6,9.5,8.2,6.9,8.5,9.9
2011-01-01,5.6,6.0,7.6,9.4,11.2,7.8,7.5,9.5,8.1,6.7,8.4,10.0
2011-02-01,5.5,5.9,7.5,9.4,11.1,7.7,7.4,9.400,7.9,6.6,8.3,10.0
2011-03-01,5.4,5.9,7.4,9.3,11.0,7.6,7.4,9.400,7.8,6.6,8.1,10.1
2011-04-01,5.4,5.8,7.400,9.2,11.0,7.6,7.3,9.4,7.7,6.5,8.0,10.3
2011-05-01,5.5,5.7,7.3,9.2,11.0,7.7,7.4,9.4,7.7,6.5,7.9,10.400
2011-06-01,5.5,5.7,7.3,9.1,11.0,7.8,7.4,9.4,7.7,6.6,7.8,10.500
2011-07-01,5.5,5.6,7.2,9.0,11.0,7.8,7.4,9.4,7.6,6.6,7.8,10.5
2011-08-01,5.500,5.5,7.2,9.0,11.0,7.9,7.4,9.4,7.6,6.6,7.8,10.400
2011-09-01,5.500,5.400,7.1,8.8,11.0,7.9,7.3,9.300,7.5,6.6,7.7,10.3
2011-10-01,5.4,5.2,7.0,8.7,11.0,7.8,7.2,9.3,7.4,6.5,7.5,10.100
2011-11-01,5.3,5.1,6.9,8.6,11.0,7.7,7.1,9.3,7.200,6.4,7.4,9.9
2011-12-01,5.3,5.0,6.800,8.5,10.9,7.6,7.0,9.3,7.1,6.3,7.2,9.8
2012-01-01,5.2,4.9,6.700,8.4,10.7,7.5,6.9,9.3,7.0,6.2,7.1,9.6
2012-02-01,5.2,4.9,6.700,8.3,10.6,7.5,6.9,9.3,7.0,6.2,7.0,9.5
2012-03-01,5.3,4.8,6.7,8.3,10.5,7.5,6.9,9.4,7.0,6.1,7.1,9.3
2012-04-01,5.400,4.9,6.7,8.4,10.5,7.6,6.9,9.5,7.0,6.1,7.2,9.2
2012-05-01,5.4,4.9,6.7,8.400,10.4,7.7,6.9,9.5,7.1,6.1,7.3,9.100
2012-06-01,5.500,4.9,6.7,8.4,10.4,7.7,6.9,9.5,7.1,6.0,7.4,9.0
2012-07-01,5.6,4.9,6.7,8.4,10.3,7.8,6.9,9.5,7.1,5.9,7.4,8.800
2012-08-01,5.600,4.8,6.7,8.4,10.1,7.8,6.9,9.4,7.1,5.9,7.4,8.7
2012-09-01,5.600,4.8,6.7,8.400,10.0,7.7,6.8,9.4,7.1,5.8,7.4,8.6
2012-10-01,5.6,4.7,6.700,8.3,9.8,7.7,6.8,9.3,7.1,5.7,7.3,8.6
2012-11-01,5.6,4.700,6.700,8.3,9.7,7.7,6.8,9.3,7.1,5.7,7.3,8.6
2012-12-01,5.6,4.6,6.7,8.3,9.6,7.7,6.8,9.2,7.1,5.7,7.2,8.700
2013-01-01,5.6,4.600,6.7,8.3,9.6,7.6,6.8,9.1,7.1,5.6,7.1,8.700
2013-02-01,5.5,4.6,6.8,8.3,9.5,7.5,6.800,9.0,7.0,5.6,6.9,8.700
2013-03-01,5.5,4.6,6.8,8.2,9.5,7.4,6.7,8.9,7.0,5.6,6.8,8.700
2013-04-01,5.4,4.5,6.8,8.2,9.5,7.3,6.700,8.8,6.9,5.6,6.7,8.6
2013-05-01,5.3,4.5,6.7,8.1,9.5,7.2,6.6,8.7,6.8,5.6,6.6,8.5
2013-06-01,5.2,4.5,6.7,8.1,9.6,7.1,6.600,8.5,6.7,5.6,6.6,8.5
2013-07-01,5.2,4.400,6.7,8.0,9.6,7.1,6.5,8.4,6.600,5.6,6.6,8.500
2013-08-01,5.2,4.4,6.7,7.9,9.6,7.0,6.5,8.2,6.500,5.6,6.6,8.4
2013-09-01,5.1,4.3,6.6,7.8,9.5,6.9,6.400,8.0,6.3,5.5,6.6,8.3
2013-10-01,5.1,4.3,6.5,7.6,9.4,6.8,6.300,7.8,6.2,5.5,6.7,8.2
2013-11-01,5.0,4.200,6.4,7.5,9.3,6.7,6.2,7.6,6.1,5.4,6.7,8.1
2013-12-01,4.9,4.1,6.3,7.4,9.1,6.6,6.1,7.5,6.1,5.4,6.7,8.0
2014-01-01,4.8,4.100,6.2,7.2,8.9,6.5,6.1,7.3,6.0,5.3,6.7,7.9
2014-02-01,4.7,4.0,6.1,7.1,8.7,6.4,6.000,7.1,6.0,5.3,6.7,7.9
2014-03-01,4.6,4.000,6.0,6.900,8.5,6.3,5.9,7.0,5.9,5.3,6.7,7.8
2014-04-01,4.500,4.000,5.9,6.8,8.3,6.2,5.900,6.8,5.8,5.3,6.6,7.8
2014-05-01,4.400,4.000,5.9,6.7,8.0,6.1,5.8,6.7,5.8,5.2,6.5,7.800
2014-06-01,4.300,4.0,5.8,6.6,7.8,6.0,5.8,6.7,5.7,5.2,6.5,7.800
2014-07-01,4.3,4.0,5.700,6.6,7.6,5.8,5.7,6.6,5.6,5.1,6.4,7.7
2014-08-01,4.2,4.0,5.6,6.5,7.4,5.7,5.6,6.6,5.5,5.1,6.4,7.7
2014-09-01,4.100,4.0,5.6,6.4,7.3,5.6,5.6,6.6,5.4,5.0,6.4,7.6
2014-10-01,4.1,4.0,5.5,6.3,7.1,5.6,5.5,6.5,5.3,4.9,6.4,7.6
2014-11-01,4.0,3.9,5.4,6.2,6.9,5.5,5.5,6.5,5.2,4.9,6.3,7.5
2014-12-01,3.9,3.9,5.2,6.1,6.7,5.5,5.4,6.4,5.1,4.8,6.4,7.4
2015-01-01,3.8,3.8,5.2,6.0,6.6,5.5,5.4,6.3,5.0,4.8,6.4,7.4
2015-02-01,3.8,3.7,5.1,5.9,6.5,5.5,5.3,6.3,4.9,4.7,6.5,7.3
2015-03-01,3.7,3.7,5.0,5.8,6.4,5.5,5.3,6.2,4.9,4.7,6.7,7.2
2015-04-01,3.6,3.6,5.0,5.8,6.3,5.5,5.2,6.1,4.9,4.6,6.8,7.2
2015-05-01,3.5,3.6,4.9,5.7,6.2,5.5,5.1,6.0,4.9,4.5,6.8,7.0
2015-06-01,3.4,3.5,4.8,5.6,6.0,5.4,5.0,5.8,4.8,4.4,6.8,6.9
2015-07-01,3.3,3.5,4.7,5.6,5.9,5.4,4.9,5.6,4.8,4.3,6.7,6.800
2015-08-01,3.3,3.5,4.7,5.5,5.8,5.3,4.9,5.5,4.7,4.2,6.6,6.8
2015-09-01,3.2,3.4,4.6,5.4,5.7,5.3,4.8,5.3,4.7,4.1,6.5,6.7
2015-10-01,3.1,3.4,4.6,5.4,5.7,5.3,4.7,5.2,4.7,4.1,6.4,6.6
2015-11-01,3.0,3.4,4.5,5.4,5.6,5.2,4.7,5.1,4.6,4.0,6.4,6.6
2015-12-01,3.0,3.3,4.4,5.3,5.6,5.3,4.6,5.0,4.6,4.0,6.4,6.5
2016-01-01,2.9,3.2,4.4,5.2,5.6,5.3,4.5,5.0,4.5,4.0,6.4,6.4
2016-02-01,2.9,3.2,4.3,5.2,5.5,5.3,4.4,5.0,4.5,3.9,6.3,6.3
2016-03-01,2.8,3.2,4.2,5.1,5.4,5.3,4.3,5.0,4.4,3.9,6.3,6.2
2016-04-01,2.8,3.1,4.1,5.0,5.4,5.4,4.3,5.0,4.4,3.9,6.2,6.1
2016-05-01,2.9,3.1,4.1,4.9,5.4,5.4,4.3,5.0,4.4,3.9,6.2,6.1
2016-06-01,2.9,3.1,4.0,4.9,5.3,5.4,4.3,5.0,4.5,4.0,6.2,6.1
2016-07-01,2.9,3.1,3.9,4.8,5.3,5.4,4.2,5.0,4.5,4.0,6.1,6.2
2016-08-01,2.9,3.1,3.9,4.7,5.2,5.4,4.2,5.0,4.5,4.1,6.1,6.2
2016-09-01,2.9,3.1,3.9,4.7,5.1,5.4,4.3,4.9,4.6,4.1,6.0,6.3
2016-10-01,2.9,3.1,3.9,4.7,5.0,5.3,4.3,4.9,4.6,4.1,5.9,6.3
2016-11-01,2.9,3.1,3.9,4.6,4.9,5.3,4.2,4.8,4.7,4.1,5.8,6.3
2016-12-01,2.9,3.1,3.9,4.6,4.8,5.2,4.2,4.7,4.7,4.0,5.6,6.3
2017-01-01,2.9,3.2,3.9,4.6,4.6,5.2,4.2,4.6,4.7,4.0,5.4,6.3
2017-02-01,2.9,3.2,3.8,4.5,4.6,5.1,4.1,4.5,4.6,3.9,5.3,6.2
2017-03-01,2.9,3.1,3.8,4.5,4.5,5.0,4.1,4.5,4.6,3.9,5.1,6.2
2017-04-01,2.8,3.1,3.8,4.5,4.4,5.0,4.1,4.4,4.5,3.8,5.1,6.2
2017-05-01,2.8,3.0,3.8,4.4,4.4,5.0,4.0,4.4,4.5,3.8,5.0,6.2
2017-06-01,2.8,3.0,3.8,4.4,4.4,4.9,4.0,4.5,4.4,3.7,5.1,6.2
2017-07-01,2.8,2.9,3.8,4.4,4.4,4.9,4.0,4.5,4.4,3.6,5.1,6.2
2017-08-01,2.8,2.9,3.8,4.4,4.5,4.9,4.1,4.5,4.4,3.6,5.2,6.1
2017-09-01,2.8,2.9,3.8,4.3,4.5,4.9,4.1,4.6,4.4,3.5,5.3,6.1
2017-10-01,2.8,2.9,3.8,4.3,4.5,4.9,4.1,4.6,4.4,3.5,5.3,6.0
2017-11-01,2.8,3.0,3.8,4.3,4.6,4.9,4.1,4.5,4.3,3.4,5.4,6.0
2017-12-01,2.8,3.0,3.7,4.3,4.5,4.9,4.1,4.5,4.2,3.3,5.4,5.9
2018-01-01,2.8,3.0,3.7,4.2,4.5,4.8,4.1,4.4,4.1,3.2,5.4,5.9
2018-02-01,2.8,3.0,3.6,4.2,4.4,4.7,4.0,4.4,4.0,3.1,5.4,5.8
2018-03-01,2.7,2.9,3.6,4.1,4.3,4.6,4.0,4.3,3.9,3.1,5.4,5.8
2018-04-01,2.7,2.9,3.5,4.0,4.1,4.5,3.9,4.2,3.8,3.0,5.4,5.8
2018-05-01,2.7,2.8,3.5,4.0,4.0,4.4,3.9,4.1,3.7,3.0,5.3,5.7
2018-06-01,2.6,2.7,3.5,3.9,4.0,4.4,3.8,4.0,3.6,2.9,5.2,5.6
2018-07-01,2.6,2.6,3.4,3.8,4.0,4.4,3.8,3.9,3.6,2.9,5.1,5.6
2018-08-01,2.6,2.5,3.4,3.8,3.9,4.4,3.7,3.8,3.6,2.8,5.0,5.5
2018-09-01,2.5,2.4,3.3,3.8,3.9,4.4,3.7,3.8,3.6,2.8,5.0,5.6
2018-10-01,2.6,2.3,3.3,3.8,3.9,4.4,3.7,3.7,3.5,2.8,5.0,5.6
2018-11-01,2.6,2.3,3.3,3.7,3.9,4.4,3.7,3.7,3.5,2.9,5.1,5.7
2018-12-01,2.6,2.3,3.3,3.7,3.9,4.4,3.7,3.6,3.5,2.9,5.1,5.8
2019-01-01,2.6,2.2,3.2,3.7,3.8,4.3,3.7,3.6,3.5,2.9,5.0,5.8
2019-02-01,2.6,2.2,3.2,3.7,3.7,4.3,3.6,3.5,3.5,2.9,5.0,5.8
2019-03-01,2.6,2.2,3.1,3.6,3.6,4.3,3.6,3.4,3.4,2.8,4.9,5.7
2019-04-01,2.6,2.2,3.1,3.6,3.5,4.3,3.5,3.3,3.4,2.8,4.8,5.6
2019-05-01,2.6,2.2,3.0,3.5,3.5,4.3,3.5,3.2,3.4,2.7,4.8,5.4
2019-06-01,2.6,2.2,3.0,3.5,3.6,4.4,3.5,3.2,3.5,2.6,4.8,5.3
2019-07-01,2.6,2.3,3.0,3.5,3.6,4.4,3.5,3.3,3.6,2.6,4.9,5.2
2019-08-01,2.6,2.3,3.0,3.6,3.6,4.5,3.5,3.4,3.7,2.6,4.9,5.2
2019-09-01,2.6,2.4,3.0,3.6,3.6,4.6,3.4,3.5,3.8,2.6,5.0,5.1
2019-10-01,2.6,2.5,2.9,3.6,3.6,4.6,3.4,3.5,3.9,2.5,4.9,5.0
2019-11-01,2.6,2.5,2.9,3.6,3.6,4.7,3.3,3.6,4.0,2.5,4.9,4.9
2019-12-01,2.6,2.5,2.9,3.6,3.6,4.7,3.3,3.6,4.1,2.5,4.9,4.9
2020-01-01,2.6,2.5,2.8,3.7,3.8,4.8,3.4,3.7,4.3,2.5,5.0,4.9
2020-02-01,2.6,2.5,2.8,3.7,4.0,5.0,3.5,3.7,4.5,2.5,5.1,5.0
2020-03-01,2.7,2.6,2.7,3.8,4.0,5.1,3.5,3.8,4.8,2.6,5.3,5.2
2020-04-01,16.0,14.8,16.4,8.6,17.4,16.2,9.0,16.6,13.4,11.3,15.6,11.1
2020-05-01,13.4,9.3,15.3,11.4,12.9,13.5,9.0,16.5,13.3,8.5,11.9,8.9
2020-06-01,10.3,7.7,14.8,11.4,10.9,13.3,8.6,16.3,12.9,8.8,10.5,8.9
2020-07-01,8.1,6.4,9.8,11.3,14.0,13.0,8.7,13.1,8.3,7.9,9.4,8.9
2020-08-01,6.6,5.4,9.3,8.4,12.6,10.2,8.6,11.0,7.9,7.0,8.5,8.8
2020-09-01,5.5,4.6,8.9,8.3,10.9,7.1,7.0,7.8,7.6,6.6,7.9,8.7
2020-10-01,4.7,4.0,8.5,8.2,7.3,7.0,6.8,7.7,5.7,6.1,7.4,8.8
2020-11-01,4.2,3.7,8.4,8.2,7.9,7.1,6.8,10.2,5.8,5.8,7.0,8.8
2020-12-01,3.8,3.5,8.4,8.2,7.9,7.1,6.8,7.7,5.9,5.6,6.7,8.8
2021-01-01,3.6,3.2,7.8,8.1,7.2,7.3,6.4,7.8,6.1,5.3,6.5,8.4
2021-02-01,3.3,3.0,7.0,8.5,7.3,7.4,6.2,7.8,6.3,5.2,6.2,8.1
2021-03-01,3.0,2.9,6.7,8.3,7.0,7.3,6.2,7.6,6.5,5.1,5.9,7.7
2021-04-01,2.8,2.9,6.4,8.1,6.3,7.1,6.2,7.5,6.4,4.7,5.8,7.5
2021-05-01,2.5,2.6,6.1,7.7,5.8,6.9,6.1,7.2,5.9,4.5,5.5,7.2
