"year","state","state_ur"
1976,"AK",7.56666666666667
1977,"AK",9.89166666666667
1978,"AK",10.6333333333333
1979,"AK",9.05833333333333
1980,"AK",9.53333333333333
1981,"AK",9.18333333333333
1982,"AK",10.0583333333333
1983,"AK",10.1
1984,"AK",9.89166666666667
1985,"AK",9.84166666666667
1986,"AK",11.1
1987,"AK",10.1416666666667
1988,"AK",8.73333333333333
1989,"AK",7.1
1990,"AK",7.25833333333333
1991,"AK",8.34166666666667
1992,"AK",8.85833333333333
1993,"AK",7.8
1994,"AK",7.61666666666667
1995,"AK",7.325
1996,"AK",7.425
1997,"AK",6.93333333333333
1998,"AK",6.325
1999,"AK",6.40833333333333
2000,"AK",6.31666666666667
2001,"AK",6.28333333333333
2002,"AK",7.16666666666667
2003,"AK",7.68333333333333
2004,"AK",7.41666666666667
2005,"AK",6.93333333333333
2006,"AK",6.63333333333333
2007,"AK",6.25833333333333
2008,"AK",6.475
2009,"AK",7.98333333333333
2010,"AK",8.13333333333333
2011,"AK",7.73333333333333
2012,"AK",7.25
2013,"AK",6.99166666666667
2014,"AK",6.74166666666667
2015,"AK",6.275
2016,"AK",6.6
2017,"AK",6.5
2018,"AK",5.93333333333333
2019,"AK",5.39166666666667
2020,"AK",7.88333333333333
2021,"AK",6.66
1976,"AL",6.7
1977,"AL",7.15
1978,"AL",6.40833333333333
1979,"AL",7.225
1980,"AL",8.81666666666667
1981,"AL",10.6916666666667
1982,"AL",13.95
1983,"AL",13.8166666666667
1984,"AL",11.2833333333333
1985,"AL",9.54166666666667
1986,"AL",9.56666666666667
1987,"AL",8.18333333333333
1988,"AL",7.275
1989,"AL",7
1990,"AL",6.825
1991,"AL",7.325
1992,"AL",7.525
1993,"AL",7.24166666666667
1994,"AL",6.175
1995,"AL",5.83333333333333
1996,"AL",5.20833333333333
1997,"AL",4.93333333333333
1998,"AL",4.45833333333333
1999,"AL",4.725
2000,"AL",4.625
2001,"AL",5.18333333333333
2002,"AL",5.925
2003,"AL",5.98333333333333
2004,"AL",5.575
2005,"AL",4.45833333333333
2006,"AL",4
2007,"AL",4.04166666666667
2008,"AL",5.88333333333333
2009,"AL",10.0833333333333
2010,"AL",10.375
2011,"AL",9.58333333333333
2012,"AL",8.15833333333333
2013,"AL",7.325
2014,"AL",6.73333333333333
2015,"AL",6.125
2016,"AL",5.90833333333333
2017,"AL",4.58333333333333
2018,"AL",3.925
2019,"AL",3.025
2020,"AL",6
2021,"AL",3.82
1976,"AR",6.91666666666667
1977,"AR",6.475
1978,"AR",6.225
1979,"AR",6.28333333333333
1980,"AR",7.53333333333333
1981,"AR",8.6
1982,"AR",9.46666666666667
1983,"AR",9.7
1984,"AR",8.53333333333333
1985,"AR",8.49166666666667
1986,"AR",8.54166666666667
1987,"AR",8.14166666666667
1988,"AR",7.7
1989,"AR",7.04166666666667
1990,"AR",6.875
1991,"AR",7.30833333333333
1992,"AR",7
1993,"AR",6.13333333333333
1994,"AR",5.44166666666667
1995,"AR",4.86666666666667
1996,"AR",5.16666666666667
1997,"AR",5.10833333333333
1998,"AR",5.05
1999,"AR",4.53333333333333
2000,"AR",4.175
2001,"AR",4.75833333333333
2002,"AR",5.33333333333333
2003,"AR",5.75833333333333
2004,"AR",5.58333333333333
2005,"AR",5.25833333333333
2006,"AR",5.25
2007,"AR",5.39166666666667
2008,"AR",5.44166666666667
2009,"AR",7.725
2010,"AR",7.85833333333333
2011,"AR",7.90833333333333
2012,"AR",7.26666666666667
2013,"AR",7.04166666666667
2014,"AR",5.9
2015,"AR",4.95
2016,"AR",3.98333333333333
2017,"AR",3.74166666666667
2018,"AR",3.66666666666667
2019,"AR",3.50833333333333
2020,"AR",6.08333333333333
2021,"AR",4.46
1976,"AZ",9.75833333333333
1977,"AZ",8.4
1978,"AZ",5.95
1979,"AZ",5.075
1980,"AZ",6.60833333333333
1981,"AZ",6.19166666666667
1982,"AZ",9.95833333333333
1983,"AZ",9.10833333333333
1984,"AZ",4.95833333333333
1985,"AZ",6.35833333333333
1986,"AZ",7.05
1987,"AZ",6.50833333333333
1988,"AZ",6.40833333333333
1989,"AZ",5.24166666666667
1990,"AZ",5.21666666666667
1991,"AZ",5.85833333333333
1992,"AZ",7.56666666666667
1993,"AZ",6.36666666666667
1994,"AZ",6.19166666666667
1995,"AZ",5.3
1996,"AZ",5.49166666666667
1997,"AZ",4.625
1998,"AZ",4.275
1999,"AZ",4.45833333333333
2000,"AZ",3.98333333333333
2001,"AZ",4.725
2002,"AZ",6.14166666666667
2003,"AZ",5.78333333333333
2004,"AZ",4.96666666666667
2005,"AZ",4.66666666666667
2006,"AZ",4.30833333333333
2007,"AZ",3.75
2008,"AZ",5.79166666666667
2009,"AZ",9.66666666666667
2010,"AZ",10.3
2011,"AZ",9.43333333333333
2012,"AZ",8.35
2013,"AZ",7.81666666666667
2014,"AZ",6.79166666666667
2015,"AZ",6.075
2016,"AZ",5.48333333333333
2017,"AZ",4.95833333333333
2018,"AZ",4.81666666666667
2019,"AZ",4.85833333333333
2020,"AZ",7.90833333333333
2021,"AZ",6.74
1976,"CA",9.15
1977,"CA",8.39166666666667
1978,"CA",7.13333333333333
1979,"CA",6.21666666666667
1980,"CA",6.9
1981,"CA",7.43333333333333
1982,"CA",10.0583333333333
1983,"CA",9.825
1984,"CA",7.75833333333333
1985,"CA",7.18333333333333
1986,"CA",6.76666666666667
1987,"CA",5.825
1988,"CA",5.275
1989,"CA",5.09166666666667
1990,"CA",5.79166666666667
1991,"CA",7.825
1992,"CA",9.35
1993,"CA",9.53333333333333
1994,"CA",8.65
1995,"CA",7.89166666666667
1996,"CA",7.35
1997,"CA",6.40833333333333
1998,"CA",5.93333333333333
1999,"CA",5.26666666666667
2000,"CA",4.925
2001,"CA",5.46666666666667
2002,"CA",6.75833333333333
2003,"CA",6.89166666666667
2004,"CA",6.21666666666667
2005,"CA",5.38333333333333
2006,"CA",4.91666666666667
2007,"CA",5.30833333333333
2008,"CA",7.3
2009,"CA",11.5416666666667
2010,"CA",12.4583333333333
2011,"CA",11.8916666666667
2012,"CA",10.525
2013,"CA",9.03333333333333
2014,"CA",7.56666666666667
2015,"CA",6.225
2016,"CA",5.51666666666667
2017,"CA",4.84166666666667
2018,"CA",4.275
2019,"CA",4.15
2020,"CA",10.2166666666667
2021,"CA",8.34
1976,"CO",5.91666666666667
1977,"CO",6.35
1978,"CO",5.55833333333333
1979,"CO",4.61666666666667
1980,"CO",5.88333333333333
1981,"CO",5.64166666666667
1982,"CO",7.60833333333333
1983,"CO",7.11666666666667
1984,"CO",5.49166666666667
1985,"CO",5.98333333333333
1986,"CO",7.51666666666667
1987,"CO",7.54166666666667
1988,"CO",6.41666666666667
1989,"CO",5.58333333333333
1990,"CO",5.13333333333333
1991,"CO",5.28333333333333
1992,"CO",6.09166666666667
1993,"CO",5.38333333333333
1994,"CO",4.14166666666667
1995,"CO",4.025
1996,"CO",4.16666666666667
1997,"CO",3.35833333333333
1998,"CO",3.61666666666667
1999,"CO",3.01666666666667
2000,"CO",2.74166666666667
2001,"CO",3.81666666666667
2002,"CO",5.68333333333333
2003,"CO",6.10833333333333
2004,"CO",5.56666666666667
2005,"CO",5.075
2006,"CO",4.275
2007,"CO",3.7
2008,"CO",4.875
2009,"CO",7.875
2010,"CO",9.14166666666667
2011,"CO",8.69166666666667
2012,"CO",8
2013,"CO",6.75
2014,"CO",4.98333333333333
2015,"CO",3.74166666666667
2016,"CO",3.13333333333333
2017,"CO",2.61666666666667
2018,"CO",3.03333333333333
2019,"CO",2.65833333333333
2020,"CO",7.28333333333333
2021,"CO",6.4
1976,"CT",9.175
1977,"CT",6.99166666666667
1978,"CT",5.29166666666667
1979,"CT",5.08333333333333
1980,"CT",5.66666666666667
1981,"CT",6.2
1982,"CT",6.85833333333333
1983,"CT",6.00833333333333
1984,"CT",4.65
1985,"CT",4.39166666666667
1986,"CT",3.75833333333333
1987,"CT",3.13333333333333
1988,"CT",2.875
1989,"CT",3.6
1990,"CT",4.93333333333333
1991,"CT",6.55
1992,"CT",7.33333333333333
1993,"CT",6.48333333333333
1994,"CT",5.54166666666667
1995,"CT",5.30833333333333
1996,"CT",5.2
1997,"CT",4.68333333333333
1998,"CT",3.24166666666667
1999,"CT",2.45833333333333
2000,"CT",2.10833333333333
2001,"CT",2.875
2002,"CT",4.4
2003,"CT",5.45
2004,"CT",5.09166666666667
2005,"CT",4.8
2006,"CT",4.425
2007,"CT",4.45
2008,"CT",5.65
2009,"CT",8.325
2010,"CT",9.55833333333333
2011,"CT",9.01666666666667
2012,"CT",8.35833333333333
2013,"CT",7.95
2014,"CT",6.61666666666667
2015,"CT",5.61666666666667
2016,"CT",4.86666666666667
2017,"CT",4.40833333333333
2018,"CT",3.91666666666667
2019,"CT",3.59166666666667
2020,"CT",7.93333333333333
2021,"CT",8.14
1976,"DC",8.61666666666667
1977,"DC",8.625
1978,"DC",7.79166666666667
1979,"DC",6.84166666666667
1980,"DC",7.43333333333333
1981,"DC",8.68333333333333
1982,"DC",10.3416666666667
1983,"DC",10.9
1984,"DC",8.88333333333333
1985,"DC",7.96666666666667
1986,"DC",7.36666666666667
1987,"DC",6.26666666666667
1988,"DC",5.025
1989,"DC",4.80833333333333
1990,"DC",5.89166666666667
1991,"DC",7.7
1992,"DC",8.58333333333333
1993,"DC",8.4
1994,"DC",7.93333333333333
1995,"DC",8.60833333333333
1996,"DC",8.425
1997,"DC",8.14166666666667
1998,"DC",8.31666666666667
1999,"DC",6.575
2000,"DC",5.69166666666667
2001,"DC",6.46666666666667
2002,"DC",6.98333333333333
2003,"DC",7.275
2004,"DC",8.08333333333333
2005,"DC",6.99166666666667
2006,"DC",6.325
2007,"DC",5.95
2008,"DC",6.85
2009,"DC",10
2010,"DC",9.95
2011,"DC",10.1916666666667
2012,"DC",8.975
2013,"DC",8.43333333333333
2014,"DC",7.70833333333333
2015,"DC",6.91666666666667
2016,"DC",6.23333333333333
2017,"DC",6.13333333333333
2018,"DC",5.7
2019,"DC",5.325
2020,"DC",8.06666666666667
2021,"DC",7.78
1976,"DE",8.6
1977,"DE",8.18333333333333
1978,"DE",7.075
1979,"DE",6.975
1980,"DE",7.51666666666667
1981,"DE",7.78333333333333
1982,"DE",8.35833333333333
1983,"DE",7.9
1984,"DE",6.21666666666667
1985,"DE",5.15
1986,"DE",4.175
1987,"DE",3.03333333333333
1988,"DE",2.98333333333333
1989,"DE",3.30833333333333
1990,"DE",4.40833333333333
1991,"DE",5.91666666666667
1992,"DE",5.225
1993,"DE",4.90833333333333
1994,"DE",4.7
1995,"DE",4.26666666666667
1996,"DE",4.95
1997,"DE",4.00833333333333
1998,"DE",3.49166666666667
1999,"DE",3.28333333333333
2000,"DE",3.60833333333333
2001,"DE",3.575
2002,"DE",4.26666666666667
2003,"DE",4.46666666666667
2004,"DE",4.3
2005,"DE",4.50833333333333
2006,"DE",3.90833333333333
2007,"DE",3.60833333333333
2008,"DE",5.03333333333333
2009,"DE",8.34166666666667
2010,"DE",8.65833333333333
2011,"DE",7.60833333333333
2012,"DE",7.06666666666667
2013,"DE",6.60833333333333
2014,"DE",5.60833333333333
2015,"DE",4.79166666666667
2016,"DE",4.525
2017,"DE",4.45
2018,"DE",3.7
2019,"DE",3.65
2020,"DE",7.86666666666667
2021,"DE",6.24
1976,"FL",9.3
1977,"FL",8.275
1978,"FL",6.75833333333333
1979,"FL",5.99166666666667
1980,"FL",5.98333333333333
1981,"FL",6.8
1982,"FL",8.48333333333333
1983,"FL",8.64166666666667
1984,"FL",6.59166666666667
1985,"FL",6.075
1986,"FL",5.84166666666667
1987,"FL",5.4
1988,"FL",5.19166666666667
1989,"FL",5.60833333333333
1990,"FL",6.23333333333333
1991,"FL",7.64166666666667
1992,"FL",8.36666666666667
1993,"FL",7.4
1994,"FL",6.475
1995,"FL",5.6
1996,"FL",5.28333333333333
1997,"FL",4.925
1998,"FL",4.45
1999,"FL",3.93333333333333
2000,"FL",3.75833333333333
2001,"FL",4.425
2002,"FL",4.95833333333333
2003,"FL",4.46666666666667
2004,"FL",3.75
2005,"FL",2.875
2006,"FL",2.46666666666667
2007,"FL",3.3
2008,"FL",5.69166666666667
2009,"FL",9.55833333333333
2010,"FL",10.825
2011,"FL",10
2012,"FL",8.66666666666667
2013,"FL",7.53333333333333
2014,"FL",6.43333333333333
2015,"FL",5.525
2016,"FL",4.91666666666667
2017,"FL",4.25
2018,"FL",3.625
2019,"FL",3.29166666666667
2020,"FL",7.85
2021,"FL",4.78
1976,"GA",8.15833333333333
1977,"GA",6.93333333333333
1978,"GA",5.69166666666667
1979,"GA",5.13333333333333
1980,"GA",6.30833333333333
1981,"GA",6.45
1982,"GA",7.8
1983,"GA",7.64166666666667
1984,"GA",6.1
1985,"GA",6.34166666666667
1986,"GA",5.91666666666667
1987,"GA",5.55833333333333
1988,"GA",5.61666666666667
1989,"GA",5.4
1990,"GA",5.35
1991,"GA",5.29166666666667
1992,"GA",6.58333333333333
1993,"GA",5.73333333333333
1994,"GA",5.05
1995,"GA",4.73333333333333
1996,"GA",4.60833333333333
1997,"GA",4.48333333333333
1998,"GA",4.18333333333333
1999,"GA",3.81666666666667
2000,"GA",3.53333333333333
2001,"GA",4.09166666666667
2002,"GA",5.30833333333333
2003,"GA",5.14166666666667
2004,"GA",5.08333333333333
2005,"GA",5.68333333333333
2006,"GA",5.075
2007,"GA",4.90833333333333
2008,"GA",6.78333333333333
2009,"GA",10.4083333333333
2010,"GA",10.6583333333333
2011,"GA",10.1583333333333
2012,"GA",9.04166666666667
2013,"GA",8.14166666666667
2014,"GA",7.14166666666667
2015,"GA",6.075
2016,"GA",5.46666666666667
2017,"GA",4.76666666666667
2018,"GA",4.025
2019,"GA",3.53333333333333
2020,"GA",6.55
2021,"GA",4.56
1976,"HI",9.2
1977,"HI",7.61666666666667
1978,"HI",6.94166666666667
1979,"HI",5.725
1980,"HI",4.975
1981,"HI",5.175
1982,"HI",6.11666666666667
1983,"HI",5.9
1984,"HI",5.45
1985,"HI",5.225
1986,"HI",4.675
1987,"HI",3.7
1988,"HI",3.075
1989,"HI",2.475
1990,"HI",2.6
1991,"HI",2.79166666666667
1992,"HI",4.14166666666667
1993,"HI",4.38333333333333
1994,"HI",5.175
1995,"HI",5.525
1996,"HI",5.91666666666667
1997,"HI",5.925
1998,"HI",5.825
1999,"HI",5.19166666666667
2000,"HI",4.25
2001,"HI",4.275
2002,"HI",4.05
2003,"HI",3.90833333333333
2004,"HI",3.29166666666667
2005,"HI",2.825
2006,"HI",2.55
2007,"HI",2.725
2008,"HI",4.03333333333333
2009,"HI",6.65833333333333
2010,"HI",6.825
2011,"HI",6.83333333333333
2012,"HI",5.9
2013,"HI",4.75833333333333
2014,"HI",4.23333333333333
2015,"HI",3.41666666666667
2016,"HI",2.89166666666667
2017,"HI",2.21666666666667
2018,"HI",2.35833333333333
2019,"HI",2.43333333333333
2020,"HI",11.8083333333333
2021,"HI",9.04
1976,"IA",4.08333333333333
1977,"IA",4.00833333333333
1978,"IA",3.84166666666667
1979,"IA",4.175
1980,"IA",5.93333333333333
1981,"IA",6.51666666666667
1982,"IA",8.4
1983,"IA",8.23333333333333
1984,"IA",7.025
1985,"IA",7.375
1986,"IA",6.76666666666667
1987,"IA",5.61666666666667
1988,"IA",4.64166666666667
1989,"IA",4.3
1990,"IA",4.44166666666667
1991,"IA",4.69166666666667
1992,"IA",4.48333333333333
1993,"IA",4.14166666666667
1994,"IA",3.6
1995,"IA",3.50833333333333
1996,"IA",3.58333333333333
1997,"IA",3.14166666666667
1998,"IA",2.84166666666667
1999,"IA",2.65833333333333
2000,"IA",2.68333333333333
2001,"IA",3.325
2002,"IA",4
2003,"IA",4.45
2004,"IA",4.525
2005,"IA",4.29166666666667
2006,"IA",3.7
2007,"IA",3.71666666666667
2008,"IA",4.18333333333333
2009,"IA",6.4
2010,"IA",6.11666666666667
2011,"IA",5.65
2012,"IA",5.05833333333333
2013,"IA",4.725
2014,"IA",4.225
2015,"IA",3.69166666666667
2016,"IA",3.575
2017,"IA",3.08333333333333
2018,"IA",2.6
2019,"IA",2.75
2020,"IA",5.25
2021,"IA",3.74
1976,"ID",5.65
1977,"ID",5.85
1978,"ID",5.49166666666667
1979,"ID",5.825
1980,"ID",7.55
1981,"ID",7.65
1982,"ID",9.88333333333333
1983,"ID",9.075
1984,"ID",7.2
1985,"ID",7.80833333333333
1986,"ID",8.38333333333333
1987,"ID",7.625
1988,"ID",6.19166666666667
1989,"ID",5.48333333333333
1990,"ID",5.625
1991,"ID",6.34166666666667
1992,"ID",6.51666666666667
1993,"ID",6.075
1994,"ID",5.5
1995,"ID",5.5
1996,"ID",5.425
1997,"ID",5.21666666666667
1998,"ID",5.23333333333333
1999,"ID",5.00833333333333
2000,"ID",4.65833333333333
2001,"ID",5.08333333333333
2002,"ID",5.61666666666667
2003,"ID",5.56666666666667
2004,"ID",4.86666666666667
2005,"ID",3.99166666666667
2006,"ID",3.425
2007,"ID",3.025
2008,"ID",5.03333333333333
2009,"ID",8.70833333333333
2010,"ID",8.75833333333333
2011,"ID",8.16666666666667
2012,"ID",7.4
2013,"ID",6.81666666666667
2014,"ID",4.38333333333333
2015,"ID",3.86666666666667
2016,"ID",3.675
2017,"ID",3.15833333333333
2018,"ID",2.81666666666667
2019,"ID",2.75833333333333
2020,"ID",5.375
2021,"ID",3.22
1976,"IL",6.55
1977,"IL",6.19166666666667
1978,"IL",5.98333333333333
1979,"IL",5.58333333333333
1980,"IL",8.21666666666667
1981,"IL",8.625
1982,"IL",11.4
1983,"IL",11.7083333333333
1984,"IL",9.13333333333333
1985,"IL",9.05833333333333
1986,"IL",8.30833333333333
1987,"IL",7.46666666666667
1988,"IL",6.74166666666667
1989,"IL",6.06666666666667
1990,"IL",6.3
1991,"IL",7.28333333333333
1992,"IL",7.86666666666667
1993,"IL",7.49166666666667
1994,"IL",5.8
1995,"IL",5.2
1996,"IL",5.28333333333333
1997,"IL",4.775
1998,"IL",4.45
1999,"IL",4.40833333333333
2000,"IL",4.44166666666667
2001,"IL",5.43333333333333
2002,"IL",6.55
2003,"IL",6.725
2004,"IL",6.175
2005,"IL",5.71666666666667
2006,"IL",4.6
2007,"IL",5.06666666666667
2008,"IL",6.50833333333333
2009,"IL",10.1833333333333
2010,"IL",10.4666666666667
2011,"IL",9.75833333333333
2012,"IL",9.05
2013,"IL",9.075
2014,"IL",7.16666666666667
2015,"IL",5.99166666666667
2016,"IL",5.88333333333333
2017,"IL",4.95
2018,"IL",4.375
2019,"IL",3.975
2020,"IL",9.55
2021,"IL",7.28
1976,"IN",6.03333333333333
1977,"IN",5.76666666666667
1978,"IN",5.55
1979,"IN",6.43333333333333
1980,"IN",9.71666666666667
1981,"IN",9.7
1982,"IN",11.9833333333333
1983,"IN",11.1
1984,"IN",8.46666666666667
1985,"IN",7.675
1986,"IN",6.80833333333333
1987,"IN",6.13333333333333
1988,"IN",5.175
1989,"IN",4.71666666666667
1990,"IN",5.10833333333333
1991,"IN",5.7
1992,"IN",6.09166666666667
1993,"IN",5.11666666666667
1994,"IN",4.65833333333333
1995,"IN",4.43333333333333
1996,"IN",3.96666666666667
1997,"IN",3.41666666666667
1998,"IN",3.00833333333333
1999,"IN",2.95
2000,"IN",3.05
2001,"IN",4.24166666666667
2002,"IN",5.19166666666667
2003,"IN",5.275
2004,"IN",5.4
2005,"IN",5.39166666666667
2006,"IN",5
2007,"IN",4.625
2008,"IN",5.94166666666667
2009,"IN",10.4333333333333
2010,"IN",10.0833333333333
2011,"IN",8.90833333333333
2012,"IN",8.225
2013,"IN",7.5
2014,"IN",5.95
2015,"IN",4.78333333333333
2016,"IN",4.36666666666667
2017,"IN",3.49166666666667
2018,"IN",3.38333333333333
2019,"IN",3.23333333333333
2020,"IN",7.175
2021,"IN",4
1976,"KS",4.15
1977,"KS",3.875
1978,"KS",3.04166666666667
1979,"KS",3.10833333333333
1980,"KS",4.4
1981,"KS",4.325
1982,"KS",6.3
1983,"KS",5.89166666666667
1984,"KS",4.98333333333333
1985,"KS",5.13333333333333
1986,"KS",5.35833333333333
1987,"KS",4.81666666666667
1988,"KS",4.49166666666667
1989,"KS",4.15
1990,"KS",4.25
1991,"KS",4.45
1992,"KS",4.56666666666667
1993,"KS",4.94166666666667
1994,"KS",4.78333333333333
1995,"KS",4.35833333333333
1996,"KS",4.25
1997,"KS",3.79166666666667
1998,"KS",3.675
1999,"KS",3.48333333333333
2000,"KS",3.775
2001,"KS",4.26666666666667
2002,"KS",5.08333333333333
2003,"KS",5.55
2004,"KS",5.50833333333333
2005,"KS",5.06666666666667
2006,"KS",4.425
2007,"KS",4.23333333333333
2008,"KS",4.60833333333333
2009,"KS",6.89166666666667
2010,"KS",6.93333333333333
2011,"KS",6.38333333333333
2012,"KS",5.71666666666667
